case,leak_binary,leak_location,inlet_mean,outlet1_mean,outlet1_std,outlet1_min,outlet1_max,outlet1_cv,outlet2_mean,outlet2_std,outlet2_min,outlet2_max,outlet2_cv,outlet3_mean,outlet3_std,outlet3_min,outlet3_max,outlet3_cv,mass_residual,mass_residual_norm,outlet1_fraction,outlet2_fraction,outlet3_fraction,out12_diff,out13_diff,out23_diff
PipeNoLeak_0.622Inlet_1,0,No Leak,-0.06219999999999999,0.00237063498,9.822496433168094e-06,0.002347622,0.002381919,0.004143403143838151,0.0491466022,0.0002613530853331563,0.04873468,0.04963998,0.005317826128941189,0.010682762399999999,0.0002562047547377683,0.01021239,0.01110309,0.02398300599794163,-4.199999913828689e-10,-6.752411437023617e-09,0.03811310257234727,0.7901382990353699,0.17174859163987138,0.7520251964630226,0.13363548906752412,0.6183897073954985
PipeNoLeak_0.622Inlet_2,0,No Leak,-0.06219999999999999,0.00237063498,9.822496433168094e-06,0.002347622,0.002381919,0.004143403143838151,0.0491466022,0.0002613530853331563,0.04873468,0.04963998,0.005317826128941189,0.010682762399999999,0.0002562047547377683,0.01021239,0.01110309,0.02398300599794163,-4.199999913828689e-10,-6.752411437023617e-09,0.03811310257234727,0.7901382990353699,0.17174859163987138,0.7520251964630226,0.13363548906752412,0.6183897073954985
PipeNoLeak_0.622Inlet_3,0,No Leak,-0.06219999999999999,0.00237063498,9.822496433168094e-06,0.002347622,0.002381919,0.004143403143838151,0.0491466022,0.0002613530853331563,0.04873468,0.04963998,0.005317826128941189,0.010682762399999999,0.0002562047547377683,0.01021239,0.01110309,0.02398300599794163,-4.199999913828689e-10,-6.752411437023617e-09,0.03811310257234727,0.7901382990353699,0.17174859163987138,0.7520251964630226,0.13363548906752412,0.6183897073954985
PipeNoLeak_0.622Inlet_4,0,No Leak,-0.06219999999999999,0.00237063498,9.822496433168094e-06,0.002347622,0.002381919,0.004143403143838151,0.0491466022,0.0002613530853331563,0.04873468,0.04963998,0.005317826128941189,0.010682762399999999,0.0002562047547377683,0.01021239,0.01110309,0.02398300599794163,-4.199999913828689e-10,-6.752411437023617e-09,0.03811310257234727,0.7901382990353699,0.17174859163987138,0.7520251964630226,0.13363548906752412,0.6183897073954985
PipeNoLeak_0.622Inlet_5,0,No Leak,-0.06219999999999999,0.00237063498,9.822496433168094e-06,0.002347622,0.002381919,0.004143403143838151,0.0491466022,0.0002613530853331563,0.04873468,0.04963998,0.005317826128941189,0.010682762399999999,0.0002562047547377683,0.01021239,0.01110309,0.02398300599794163,-4.199999913828689e-10,-6.752411437023617e-09,0.03811310257234727,0.7901382990353699,0.17174859163987138,0.7520251964630226,0.13363548906752412,0.6183897073954985
PipeNoLeak_0.622Inlet_6,0,No Leak,-0.06219999999999999,0.00237063498,9.822496433168094e-06,0.002347622,0.002381919,0.004143403143838151,0.0491466022,0.0002613530853331563,0.04873468,0.04963998,0.005317826128941189,0.010682762399999999,0.0002562047547377683,0.01021239,0.01110309,0.02398300599794163,-4.199999913828689e-10,-6.752411437023617e-09,0.03811310257234727,0.7901382990353699,0.17174859163987138,0.7520251964630226,0.13363548906752412,0.6183897073954985
PipeNoLeak_0.622Inlet_7,0,No Leak,-0.06219999999999999,0.00237063498,9.822496433168094e-06,0.002347622,0.002381919,0.004143403143838151,0.0491466022,0.0002613530853331563,0.04873468,0.04963998,0.005317826128941189,0.010682762399999999,0.0002562047547377683,0.01021239,0.01110309,0.02398300599794163,-4.199999913828689e-10,-6.752411437023617e-09,0.03811310257234727,0.7901382990353699,0.17174859163987138,0.7520251964630226,0.13363548906752412,0.6183897073954985
PipeNoLeak_0.622Inlet_8,0,No Leak,-0.06219999999999999,0.00237063498,9.822496433168094e-06,0.002347622,0.002381919,0.004143403143838151,0.0491466022,0.0002613530853331563,0.04873468,0.04963998,0.005317826128941189,0.010682762399999999,0.0002562047547377683,0.01021239,0.01110309,0.02398300599794163,-4.199999913828689e-10,-6.752411437023617e-09,0.03811310257234727,0.7901382990353699,0.17174859163987138,0.7520251964630226,0.13363548906752412,0.6183897073954985
PipeNoLeak_0.622Inlet_9,0,No Leak,-0.06219999999999999,0.00237063498,9.822496433168094e-06,0.002347622,0.002381919,0.004143403143838151,0.0491466022,0.0002613530853331563,0.04873468,0.04963998,0.005317826128941189,0.010682762399999999,0.0002562047547377683,0.01021239,0.01110309,0.02398300599794163,-4.199999913828689e-10,-6.752411437023617e-09,0.03811310257234727,0.7901382990353699,0.17174859163987138,0.7520251964630226,0.13363548906752412,0.6183897073954985
PipeNoLeak_0.622Inlet_10,0,No Leak,-0.06219999999999999,0.00237063498,9.822496433168094e-06,0.002347622,0.002381919,0.004143403143838151,0.0491466022,0.0002613530853331563,0.04873468,0.04963998,0.005317826128941189,0.010682762399999999,0.0002562047547377683,0.01021239,0.01110309,0.02398300599794163,-4.199999913828689e-10,-6.752411437023617e-09,0.03811310257234727,0.7901382990353699,0.17174859163987138,0.7520251964630226,0.13363548906752412,0.6183897073954985
PipeNoLeak_0.633Inlet_1,0,No Leak,-0.0633,0.00234699558,1.3362971211658005e-05,0.002325956,0.002362724,0.005693649924114623,0.05000463320000001,0.00026108644702810637,0.0495703,0.05048695,0.005221245118999995,0.0109483712,0.00027253562516955465,0.01046059,0.01139517,0.024892800962453835,-1.9999989511743088e-11,-3.159556005014706e-10,0.0370773393364929,0.789962609794629,0.1729600505529226,0.7528852704581361,0.1358827112164297,0.6170025592417063
PipeNoLeak_0.633Inlet_2,0,No Leak,-0.0633,0.00234699558,1.3362971211658005e-05,0.002325956,0.002362724,0.005693649924114623,0.05000463320000001,0.00026108644702810637,0.0495703,0.05048695,0.005221245118999995,0.0109483712,0.00027253562516955465,0.01046059,0.01139517,0.024892800962453835,-1.9999989511743088e-11,-3.159556005014706e-10,0.0370773393364929,0.789962609794629,0.1729600505529226,0.7528852704581361,0.1358827112164297,0.6170025592417063
PipeNoLeak_0.633Inlet_3,0,No Leak,-0.0633,0.00234699558,1.3362971211658005e-05,0.002325956,0.002362724,0.005693649924114623,0.05000463320000001,0.00026108644702810637,0.0495703,0.05048695,0.005221245118999995,0.0109483712,0.00027253562516955465,0.01046059,0.01139517,0.024892800962453835,-1.9999989511743088e-11,-3.159556005014706e-10,0.0370773393364929,0.789962609794629,0.1729600505529226,0.7528852704581361,0.1358827112164297,0.6170025592417063
PipeNoLeak_0.633Inlet_4,0,No Leak,-0.0633,0.00234699558,1.3362971211658005e-05,0.002325956,0.002362724,0.005693649924114623,0.05000463320000001,0.00026108644702810637,0.0495703,0.05048695,0.005221245118999995,0.0109483712,0.00027253562516955465,0.01046059,0.01139517,0.024892800962453835,-1.9999989511743088e-11,-3.159556005014706e-10,0.0370773393364929,0.789962609794629,0.1729600505529226,0.7528852704581361,0.1358827112164297,0.6170025592417063
PipeNoLeak_0.633Inlet_5,0,No Leak,-0.0633,0.00234699558,1.3362971211658005e-05,0.002325956,0.002362724,0.005693649924114623,0.05000463320000001,0.00026108644702810637,0.0495703,0.05048695,0.005221245118999995,0.0109483712,0.00027253562516955465,0.01046059,0.01139517,0.024892800962453835,-1.9999989511743088e-11,-3.159556005014706e-10,0.0370773393364929,0.789962609794629,0.1729600505529226,0.7528852704581361,0.1358827112164297,0.6170025592417063
PipeNoLeak_0.633Inlet_6,0,No Leak,-0.0633,0.00234699558,1.3362971211658005e-05,0.002325956,0.002362724,0.005693649924114623,0.05000463320000001,0.00026108644702810637,0.0495703,0.05048695,0.005221245118999995,0.0109483712,0.00027253562516955465,0.01046059,0.01139517,0.024892800962453835,-1.9999989511743088e-11,-3.159556005014706e-10,0.0370773393364929,0.789962609794629,0.1729600505529226,0.7528852704581361,0.1358827112164297,0.6170025592417063
PipeNoLeak_0.633Inlet_7,0,No Leak,-0.0633,0.00234699558,1.3362971211658005e-05,0.002325956,0.002362724,0.005693649924114623,0.05000463320000001,0.00026108644702810637,0.0495703,0.05048695,0.005221245118999995,0.0109483712,0.00027253562516955465,0.01046059,0.01139517,0.024892800962453835,-1.9999989511743088e-11,-3.159556005014706e-10,0.0370773393364929,0.789962609794629,0.1729600505529226,0.7528852704581361,0.1358827112164297,0.6170025592417063
PipeNoLeak_0.633Inlet_8,0,No Leak,-0.0633,0.00234699558,1.3362971211658005e-05,0.002325956,0.002362724,0.005693649924114623,0.05000463320000001,0.00026108644702810637,0.0495703,0.05048695,0.005221245118999995,0.0109483712,0.00027253562516955465,0.01046059,0.01139517,0.024892800962453835,-1.9999989511743088e-11,-3.159556005014706e-10,0.0370773393364929,0.789962609794629,0.1729600505529226,0.7528852704581361,0.1358827112164297,0.6170025592417063
PipeNoLeak_0.633Inlet_9,0,No Leak,-0.0633,0.00234699558,1.3362971211658005e-05,0.002325956,0.002362724,0.005693649924114623,0.05000463320000001,0.00026108644702810637,0.0495703,0.05048695,0.005221245118999995,0.0109483712,0.00027253562516955465,0.01046059,0.01139517,0.024892800962453835,-1.9999989511743088e-11,-3.159556005014706e-10,0.0370773393364929,0.789962609794629,0.1729600505529226,0.7528852704581361,0.1358827112164297,0.6170025592417063
PipeNoLeak_0.633Inlet_10,0,No Leak,-0.0633,0.00234699558,1.3362971211658005e-05,0.002325956,0.002362724,0.005693649924114623,0.05000463320000001,0.00026108644702810637,0.0495703,0.05048695,0.005221245118999995,0.0109483712,0.00027253562516955465,0.01046059,0.01139517,0.024892800962453835,-1.9999989511743088e-11,-3.159556005014706e-10,0.0370773393364929,0.789962609794629,0.1729600505529226,0.7528852704581361,0.1358827112164297,0.6170025592417063
PipeNoLeak_0.644Inlet_1,0,No Leak,-0.0644,0.00241716126,1.82917917348848e-05,0.002381562,0.002472911,0.0075674685135890905,0.05088049139999999,0.0002685955699188653,0.05045317,0.05133345,0.00527894999680735,0.011102346799999998,0.0002826479625713938,0.01059363,0.01156527,0.02545839790790317,-5.400000082506073e-10,-8.385093295816885e-09,0.0375335599378882,0.7900697422360248,0.17239668944099376,0.7525361822981365,0.13486312950310556,0.617673052795031
PipeNoLeak_0.644Inlet_2,0,No Leak,-0.0644,0.00241716126,1.82917917348848e-05,0.002381562,0.002472911,0.0075674685135890905,0.05088049139999999,0.0002685955699188653,0.05045317,0.05133345,0.00527894999680735,0.011102346799999998,0.0002826479625713938,0.01059363,0.01156527,0.02545839790790317,-5.400000082506073e-10,-8.385093295816885e-09,0.0375335599378882,0.7900697422360248,0.17239668944099376,0.7525361822981365,0.13486312950310556,0.617673052795031
PipeNoLeak_0.644Inlet_3,0,No Leak,-0.0644,0.00241716126,1.82917917348848e-05,0.002381562,0.002472911,0.0075674685135890905,0.05088049139999999,0.0002685955699188653,0.05045317,0.05133345,0.00527894999680735,0.011102346799999998,0.0002826479625713938,0.01059363,0.01156527,0.02545839790790317,-5.400000082506073e-10,-8.385093295816885e-09,0.0375335599378882,0.7900697422360248,0.17239668944099376,0.7525361822981365,0.13486312950310556,0.617673052795031
PipeNoLeak_0.644Inlet_4,0,No Leak,-0.0644,0.00241716126,1.82917917348848e-05,0.002381562,0.002472911,0.0075674685135890905,0.05088049139999999,0.0002685955699188653,0.05045317,0.05133345,0.00527894999680735,0.011102346799999998,0.0002826479625713938,0.01059363,0.01156527,0.02545839790790317,-5.400000082506073e-10,-8.385093295816885e-09,0.0375335599378882,0.7900697422360248,0.17239668944099376,0.7525361822981365,0.13486312950310556,0.617673052795031
PipeNoLeak_0.644Inlet_5,0,No Leak,-0.0644,0.00241716126,1.82917917348848e-05,0.002381562,0.002472911,0.0075674685135890905,0.05088049139999999,0.0002685955699188653,0.05045317,0.05133345,0.00527894999680735,0.011102346799999998,0.0002826479625713938,0.01059363,0.01156527,0.02545839790790317,-5.400000082506073e-10,-8.385093295816885e-09,0.0375335599378882,0.7900697422360248,0.17239668944099376,0.7525361822981365,0.13486312950310556,0.617673052795031
PipeNoLeak_0.644Inlet_6,0,No Leak,-0.0644,0.00241716126,1.82917917348848e-05,0.002381562,0.002472911,0.0075674685135890905,0.05088049139999999,0.0002685955699188653,0.05045317,0.05133345,0.00527894999680735,0.011102346799999998,0.0002826479625713938,0.01059363,0.01156527,0.02545839790790317,-5.400000082506073e-10,-8.385093295816885e-09,0.0375335599378882,0.7900697422360248,0.17239668944099376,0.7525361822981365,0.13486312950310556,0.617673052795031
PipeNoLeak_0.644Inlet_7,0,No Leak,-0.0644,0.00241716126,1.82917917348848e-05,0.002381562,0.002472911,0.0075674685135890905,0.05088049139999999,0.0002685955699188653,0.05045317,0.05133345,0.00527894999680735,0.011102346799999998,0.0002826479625713938,0.01059363,0.01156527,0.02545839790790317,-5.400000082506073e-10,-8.385093295816885e-09,0.0375335599378882,0.7900697422360248,0.17239668944099376,0.7525361822981365,0.13486312950310556,0.617673052795031
PipeNoLeak_0.644Inlet_8,0,No Leak,-0.0644,0.00241716126,1.82917917348848e-05,0.002381562,0.002472911,0.0075674685135890905,0.05088049139999999,0.0002685955699188653,0.05045317,0.05133345,0.00527894999680735,0.011102346799999998,0.0002826479625713938,0.01059363,0.01156527,0.02545839790790317,-5.400000082506073e-10,-8.385093295816885e-09,0.0375335599378882,0.7900697422360248,0.17239668944099376,0.7525361822981365,0.13486312950310556,0.617673052795031
PipeNoLeak_0.644Inlet_9,0,No Leak,-0.0644,0.00241716126,1.82917917348848e-05,0.002381562,0.002472911,0.0075674685135890905,0.05088049139999999,0.0002685955699188653,0.05045317,0.05133345,0.00527894999680735,0.011102346799999998,0.0002826479625713938,0.01059363,0.01156527,0.02545839790790317,-5.400000082506073e-10,-8.385093295816885e-09,0.0375335599378882,0.7900697422360248,0.17239668944099376,0.7525361822981365,0.13486312950310556,0.617673052795031
PipeNoLeak_0.644Inlet_10,0,No Leak,-0.0644,0.00241716126,1.82917917348848e-05,0.002381562,0.002472911,0.0075674685135890905,0.05088049139999999,0.0002685955699188653,0.05045317,0.05133345,0.00527894999680735,0.011102346799999998,0.0002826479625713938,0.01059363,0.01156527,0.02545839790790317,-5.400000082506073e-10,-8.385093295816885e-09,0.0375335599378882,0.7900697422360248,0.17239668944099376,0.7525361822981365,0.13486312950310556,0.617673052795031
PipeNoLeak_0.655Inlet_1,0,No Leak,-0.0655,0.00243827688,5.128820459481897e-06,0.0024243,0.002444436,0.0021034610545863997,0.0518911616,0.0003084395619524837,0.05137738,0.05244379,0.005943971043163924,0.0111705614,0.0003067332456778038,0.01063191,0.01168199,0.02745907163182906,-1.199999960510567e-10,-1.8320610084130796e-09,0.03722560122137405,0.7922314748091602,0.17054292213740457,0.7550058735877863,0.13331732091603055,0.6216885526717557
PipeNoLeak_0.655Inlet_2,0,No Leak,-0.0655,0.00243827688,5.128820459481897e-06,0.0024243,0.002444436,0.0021034610545863997,0.0518911616,0.0003084395619524837,0.05137738,0.05244379,0.005943971043163924,0.0111705614,0.0003067332456778038,0.01063191,0.01168199,0.02745907163182906,-1.199999960510567e-10,-1.8320610084130796e-09,0.03722560122137405,0.7922314748091602,0.17054292213740457,0.7550058735877863,0.13331732091603055,0.6216885526717557
PipeNoLeak_0.655Inlet_3,0,No Leak,-0.0655,0.00243827688,5.128820459481897e-06,0.0024243,0.002444436,0.0021034610545863997,0.0518911616,0.0003084395619524837,0.05137738,0.05244379,0.005943971043163924,0.0111705614,0.0003067332456778038,0.01063191,0.01168199,0.02745907163182906,-1.199999960510567e-10,-1.8320610084130796e-09,0.03722560122137405,0.7922314748091602,0.17054292213740457,0.7550058735877863,0.13331732091603055,0.6216885526717557
PipeNoLeak_0.655Inlet_4,0,No Leak,-0.0655,0.00243827688,5.128820459481897e-06,0.0024243,0.002444436,0.0021034610545863997,0.0518911616,0.0003084395619524837,0.05137738,0.05244379,0.005943971043163924,0.0111705614,0.0003067332456778038,0.01063191,0.01168199,0.02745907163182906,-1.199999960510567e-10,-1.8320610084130796e-09,0.03722560122137405,0.7922314748091602,0.17054292213740457,0.7550058735877863,0.13331732091603055,0.6216885526717557
PipeNoLeak_0.655Inlet_5,0,No Leak,-0.0655,0.00243827688,5.128820459481897e-06,0.0024243,0.002444436,0.0021034610545863997,0.0518911616,0.0003084395619524837,0.05137738,0.05244379,0.005943971043163924,0.0111705614,0.0003067332456778038,0.01063191,0.01168199,0.02745907163182906,-1.199999960510567e-10,-1.8320610084130796e-09,0.03722560122137405,0.7922314748091602,0.17054292213740457,0.7550058735877863,0.13331732091603055,0.6216885526717557
PipeNoLeak_0.655Inlet_6,0,No Leak,-0.0655,0.00243827688,5.128820459481897e-06,0.0024243,0.002444436,0.0021034610545863997,0.0518911616,0.0003084395619524837,0.05137738,0.05244379,0.005943971043163924,0.0111705614,0.0003067332456778038,0.01063191,0.01168199,0.02745907163182906,-1.199999960510567e-10,-1.8320610084130796e-09,0.03722560122137405,0.7922314748091602,0.17054292213740457,0.7550058735877863,0.13331732091603055,0.6216885526717557
PipeNoLeak_0.655Inlet_7,0,No Leak,-0.0655,0.00243827688,5.128820459481897e-06,0.0024243,0.002444436,0.0021034610545863997,0.0518911616,0.0003084395619524837,0.05137738,0.05244379,0.005943971043163924,0.0111705614,0.0003067332456778038,0.01063191,0.01168199,0.02745907163182906,-1.199999960510567e-10,-1.8320610084130796e-09,0.03722560122137405,0.7922314748091602,0.17054292213740457,0.7550058735877863,0.13331732091603055,0.6216885526717557
PipeNoLeak_0.655Inlet_8,0,No Leak,-0.0655,0.00243827688,5.128820459481897e-06,0.0024243,0.002444436,0.0021034610545863997,0.0518911616,0.0003084395619524837,0.05137738,0.05244379,0.005943971043163924,0.0111705614,0.0003067332456778038,0.01063191,0.01168199,0.02745907163182906,-1.199999960510567e-10,-1.8320610084130796e-09,0.03722560122137405,0.7922314748091602,0.17054292213740457,0.7550058735877863,0.13331732091603055,0.6216885526717557
